Name,Sweep (T1),,,Name,Sweep (T2),,,
Date,02/04/2025,,,Date,02/04/2025,,,
Time,15:43:36,,,Time,15:43:36,,,
LATITUDE,-7,12,41.369,,LATITUDE,-7,12,41.369,,
LONGITUDE,-35,54,29.165,,LONGITUDE,-35,54,29.165,,
ALTITUDE,559.8,,ALTITUDE,559.8,,
Instrument,FPH - 103490/026,,,Instrument,FPH - 103490/026,,,
Firmware Version,V2.40,,,Firmware Version,V2.40,,,
Country of Origin,Malaysia,,,Country of Origin,Malaysia,,,
Instrument Mode,Spectrum Analyzer,,,Instrument Mode,Spectrum Analyzer,,,
Meas Mode,Spectrum,,,Meas Mode,Spectrum,,,
Uplink,- - -,,,Uplink,- - -,,,
Downlink,- - -,,,Downlink,- - -,,,
Channel,- - -,,,Channel,- - -,,,
Center Frequency,825000000,Hz,,Center Frequency,825000000,Hz,,
Frequency Offset,0,Hz,,Frequency Offset,0,Hz,,
Span,1550000000,Hz,,Span,1550000000,Hz,,
Ref Level,-40,dBm,,Ref Level,-40,dBm,,
Ref Offset,0,dB,,Ref Offset,0,dB,,
Ref Position,1.00 ,,,Ref Position,1.00 ,,,
Range,100,dB,,Range,100,dB,,
RF Attenuation,Auto Low Noise,,,RF Attenuation,Auto Low Noise,,,
RF Attenuator,0,dB,,RF Attenuator,0,dB,,
Pre-Amplifier,Off,,,Pre-Amplifier,Off,,,
RF Input,50 Ω,,,RF Input,50 Ω,,,
RBW,3000,Hz,,RBW,3000,Hz,,
VBW,3000,Hz,,VBW,3000,Hz,,
SWT,8,s,,SWT,8,s,,
Trigger Mode,Free Run,,,Trigger Mode,Free Run,,,
Trigger Level,- - -,,,Trigger Level,- - -,,,
Trigger Delay,- - -,,,Trigger Delay,- - -,,,
Trace Mode,Max Hold,,,Trace Mode,Average,,,
Trace Math,Off,,,Trace Math,Off,,,
Trace Detector,Sample,,,Trace Detector,Sample,,,
Primary Transducer,HE400P-UWB,,,Primary Transducer,HE400P-UWB,,,
Secondary Transducer,- - -,,,Secondary Transducer,- - -,,,
Isotropic Antenna,Off,,,Isotropic Antenna,Off,,,
,,,,Average Count,Sweep 50 of 50,,,
Limit Line 1,- - -,,,Limit Line 1,- - -,,,
Result Limit Line 1,- - -,,,Result Limit Line 1,- - -,,,
Limit Line 2,- - -,,,Limit Line 2,- - -,,,
Result Limit Line 2,- - -,,,Result Limit Line 2,- - -,,,

Frequency [Hz],Magnitude [dBm],,,Frequency [Hz],Magnitude [dBm],,,
